order_id,payment_type,payment_installments,payment_value
ORD0002120,voucher,7,1465.94
ORD0002121,voucher,1,1415.67
ORD0002121,voucher,1,591.04
ORD0002122,boleto,2,393.99
ORD0002123,boleto,4,909.62
ORD0002123,credit_card,4,403.6
ORD0002124,boleto,3,1172.86
ORD0002125,debit_card,10,378.46
ORD0002126,boleto,8,1163.5
ORD0002127,debit_card,5,174.15
ORD0002128,credit_card,4,642.5
ORD0002129,debit_card,3,1017.49
ORD0002130,boleto,8,28.09
ORD0002131,voucher,3,1318.75
ORD0002132,credit_card,5,38.35
ORD0002133,voucher,6,33.62
ORD0002134,debit_card,7,645.26
ORD0002135,boleto,8,736.51
ORD0002136,boleto,6,252.42
ORD0002137,boleto,3,961.5
ORD0002138,debit_card,6,453.17
ORD0002139,boleto,10,26.53
ORD0002140,credit_card,6,343.74
ORD0002140,boleto,6,395.88
ORD0002141,boleto,1,224.44
ORD0002141,boleto,1,1177.55
ORD0002142,voucher,5,566.87
ORD0002143,credit_card,1,580.72
ORD0002144,credit_card,9,1399.32
ORD0002145,voucher,10,47.97
ORD0002146,voucher,7,480.72
ORD0002147,voucher,2,705.35
ORD0002148,boleto,10,1047.75
ORD0002149,boleto,1,798.1
ORD0002150,boleto,5,1369.54
ORD0002151,voucher,5,505.37
ORD0002152,debit_card,1,478.94
ORD0002153,boleto,3,1310.4
ORD0002154,voucher,8,416.64
ORD0002154,credit_card,8,35.02
ORD0002155,debit_card,6,805.07
ORD0002155,debit_card,6,721.64
ORD0002156,voucher,7,1357.82
ORD0002156,debit_card,7,469.7
ORD0002157,credit_card,3,1238.66
ORD0002158,boleto,9,1048.72
ORD0002159,debit_card,8,1440.94
ORD0002160,voucher,5,937.18
ORD0002161,voucher,4,721.08
ORD0002162,credit_card,4,487.48
ORD0002163,credit_card,7,553.04
ORD0002164,voucher,10,829.47
ORD0002165,credit_card,6,1492.79
ORD0002166,voucher,6,476.44
ORD0002166,voucher,6,113.97
ORD0002167,debit_card,6,367.92
ORD0002168,voucher,9,776.3
ORD0002169,boleto,1,1207.81
ORD0002169,boleto,1,268.76
ORD0002170,credit_card,8,673.89
ORD0002171,debit_card,10,1077.4
ORD0002172,boleto,4,1001.24
ORD0002173,credit_card,6,905.32
ORD0002174,voucher,6,689.49
ORD0002175,boleto,3,378.88
ORD0002176,credit_card,1,691.12
ORD0002177,debit_card,3,942.25
ORD0002178,boleto,9,267.29
ORD0002179,credit_card,10,221.35
ORD0002180,boleto,5,988.06
ORD0002181,debit_card,1,136.36
ORD0002182,debit_card,6,1049.12
ORD0002183,voucher,8,729.77
ORD0002184,voucher,4,845.23
ORD0002184,debit_card,4,1052.0
ORD0002185,debit_card,7,365.9
ORD0002185,credit_card,7,941.7
ORD0002186,credit_card,8,186.56
ORD0002187,debit_card,3,408.13
ORD0002188,credit_card,4,666.73
ORD0002189,voucher,8,377.81
ORD0002190,credit_card,9,1439.79
ORD0002190,voucher,9,1305.27
ORD0002191,voucher,7,1463.05
ORD0002192,boleto,1,163.21
ORD0002193,voucher,5,920.1
ORD0002194,voucher,10,193.18
ORD0002195,boleto,7,777.23
ORD0002195,credit_card,7,836.7
ORD0002196,voucher,9,465.64
ORD0002197,credit_card,4,308.18
ORD0002197,voucher,4,348.45
ORD0002198,voucher,10,309.97
ORD0002199,voucher,1,1227.88
ORD0002200,voucher,7,1277.83
ORD0002200,credit_card,7,917.27
ORD0002201,debit_card,6,1217.22
ORD0002202,debit_card,7,1207.37
ORD0002203,credit_card,2,595.95
ORD0002204,credit_card,2,1060.79
ORD0002205,boleto,1,220.93
ORD0002206,boleto,3,545.12
ORD0002207,debit_card,4,1086.71
ORD0002208,debit_card,4,1058.54
ORD0002209,boleto,1,597.49
ORD0002210,boleto,2,139.57
ORD0002211,boleto,9,391.33
ORD0002212,boleto,7,268.18
ORD0002213,debit_card,10,231.8
ORD0002214,voucher,9,342.31
ORD0002215,debit_card,1,1052.75
ORD0002216,boleto,10,879.16
ORD0002217,credit_card,6,542.73
ORD0002217,credit_card,6,1117.32
ORD0002218,credit_card,1,630.12
ORD0002218,voucher,1,316.1
ORD0002219,voucher,10,1101.86
ORD0002220,boleto,6,945.55
ORD0002220,boleto,6,111.71
ORD0002221,boleto,9,988.08
ORD0002222,voucher,3,966.4
ORD0002223,voucher,2,1432.08
ORD0002224,credit_card,9,98.18
ORD0002225,debit_card,5,200.8
ORD0002226,debit_card,8,1195.25
ORD0002227,voucher,3,616.25
ORD0002228,voucher,7,915.53
ORD0002229,debit_card,9,317.7
ORD0002230,debit_card,10,773.24
ORD0002231,debit_card,7,863.81
ORD0002232,credit_card,1,493.93
ORD0002233,boleto,5,1114.35
ORD0002234,boleto,5,1118.11
ORD0002235,credit_card,9,1348.1
ORD0002236,voucher,3,557.99
ORD0002237,debit_card,7,1190.63
ORD0002238,credit_card,10,736.84
ORD0002239,boleto,8,916.36
ORD0002240,boleto,2,661.95
ORD0002241,debit_card,9,653.52
ORD0002242,debit_card,3,358.7
ORD0002243,credit_card,1,1073.63
ORD0002244,voucher,1,1469.72
ORD0002245,voucher,4,1471.92
ORD0002245,credit_card,4,1333.62
ORD0002246,debit_card,10,188.96
ORD0002247,debit_card,8,1267.36
ORD0002248,voucher,7,52.63
ORD0002249,voucher,1,1239.73
ORD0002250,debit_card,9,1205.91
ORD0002251,debit_card,8,299.08
ORD0002252,boleto,5,40.28
ORD0002253,boleto,3,593.7
ORD0002254,boleto,6,993.88
ORD0002255,credit_card,4,766.55
ORD0002256,voucher,1,1133.71
ORD0002257,boleto,3,116.61
ORD0002258,voucher,3,1365.42
ORD0002259,boleto,3,426.63
ORD0002260,voucher,9,959.45
ORD0002261,voucher,8,869.81
ORD0002262,credit_card,5,622.48
ORD0002263,voucher,3,976.87
ORD0002264,voucher,8,476.19
ORD0002265,credit_card,3,1423.3
ORD0002266,debit_card,3,646.01
ORD0002267,boleto,4,1197.64
ORD0002267,credit_card,4,1480.59
ORD0002268,credit_card,6,594.95
ORD0002269,voucher,9,1189.01
ORD0002270,debit_card,3,617.22
ORD0002271,credit_card,2,497.98
ORD0002272,debit_card,1,598.19
ORD0002273,debit_card,5,316.18
ORD0002273,voucher,5,54.16
ORD0002274,voucher,2,1334.77
ORD0002275,debit_card,8,555.44
ORD0002276,voucher,10,962.99
ORD0002277,boleto,6,1496.06
ORD0002278,voucher,3,1025.47
ORD0002279,voucher,4,1311.78
ORD0002280,voucher,9,1298.6
ORD0002281,credit_card,9,257.74
ORD0002282,credit_card,8,1002.61
ORD0002283,credit_card,9,1244.57
ORD0002284,voucher,5,836.81
ORD0002285,debit_card,7,1192.05
ORD0002286,boleto,7,609.43
ORD0002287,voucher,6,183.02
ORD0002288,credit_card,1,172.67
ORD0002289,credit_card,7,605.22
ORD0002290,debit_card,4,37.76
ORD0002291,voucher,6,475.56
ORD0002292,credit_card,6,514.77
ORD0002293,boleto,5,1384.04
ORD0002294,debit_card,9,132.46
ORD0002295,voucher,1,204.93
ORD0002296,boleto,9,250.03
ORD0002297,credit_card,9,415.55
ORD0002298,credit_card,1,1013.52
ORD0002298,credit_card,1,529.57
ORD0002299,boleto,5,1009.32
ORD0002300,voucher,5,765.97
ORD0002301,credit_card,1,70.8
ORD0002302,voucher,4,547.66
ORD0002303,debit_card,3,301.77
ORD0002304,voucher,6,636.08
ORD0002305,voucher,3,751.26
ORD0002306,voucher,6,548.43
ORD0002307,credit_card,3,568.39
ORD0002308,debit_card,2,52.07
ORD0002309,voucher,7,1018.35
ORD0002310,debit_card,8,660.82
ORD0002311,credit_card,3,216.31
ORD0002312,boleto,7,670.5
ORD0002313,debit_card,6,941.77
ORD0002314,credit_card,4,1026.45
ORD0002315,debit_card,7,677.99
ORD0002316,boleto,7,1216.97
ORD0002316,boleto,7,516.22
ORD0002317,boleto,10,1458.93
ORD0002318,credit_card,3,813.83
ORD0002319,debit_card,4,523.16
ORD0002320,boleto,8,727.76
ORD0002321,credit_card,4,1173.87
ORD0002322,debit_card,9,231.17
ORD0002323,boleto,2,1283.75
ORD0002323,voucher,2,724.45
ORD0002324,voucher,9,463.19
ORD0002325,voucher,8,1365.17
ORD0002326,voucher,4,145.43
ORD0002327,debit_card,4,463.66
ORD0002328,voucher,3,92.52
ORD0002329,boleto,8,1085.62
ORD0002330,debit_card,5,475.27
ORD0002330,voucher,5,568.43
ORD0002331,voucher,8,38.35
ORD0002331,debit_card,8,20.1
ORD0002332,voucher,1,1279.93
ORD0002333,credit_card,8,1374.42
ORD0002334,boleto,8,842.72
ORD0002335,debit_card,6,612.64
ORD0002336,debit_card,6,394.77
ORD0002337,boleto,6,1140.78
ORD0002338,credit_card,10,937.43
ORD0002339,debit_card,2,1040.4
ORD0002340,debit_card,2,798.72
ORD0002341,debit_card,5,196.11
ORD0002342,credit_card,6,992.75
ORD0002343,credit_card,1,396.97
ORD0002344,boleto,6,1297.44
ORD0002345,credit_card,2,89.91
ORD0002346,credit_card,8,1189.66
ORD0002347,credit_card,7,384.58
ORD0002348,voucher,5,348.71
ORD0002349,boleto,8,435.56
ORD0002349,voucher,8,249.4
ORD0002350,credit_card,3,1483.6
ORD0002351,boleto,4,1436.3
ORD0002352,boleto,5,1188.74
ORD0002353,credit_card,2,819.45
ORD0002354,boleto,6,691.83
ORD0002355,debit_card,3,46.37
ORD0002356,debit_card,7,414.4
ORD0002357,debit_card,9,128.95
ORD0002358,boleto,5,1139.6
ORD0002359,debit_card,5,763.06
ORD0002360,boleto,1,1130.7
ORD0002361,debit_card,4,534.63
ORD0002362,credit_card,3,484.17
ORD0002363,credit_card,5,365.79
ORD0002364,credit_card,6,529.28
ORD0002365,credit_card,7,911.52
ORD0002366,debit_card,7,244.06
ORD0002367,voucher,5,177.31
ORD0002368,debit_card,1,123.61
ORD0002369,boleto,4,1261.61
ORD0002370,voucher,2,665.48
ORD0002371,debit_card,8,564.04
ORD0002372,voucher,9,1332.41
ORD0002373,debit_card,8,283.73
ORD0002374,boleto,10,1066.35
ORD0002375,debit_card,9,1402.99
ORD0002376,boleto,1,180.71
ORD0002377,credit_card,7,728.2
ORD0002378,debit_card,3,469.01
ORD0002379,boleto,8,1204.37
ORD0002380,credit_card,6,453.32
ORD0002381,voucher,9,52.98
ORD0002382,credit_card,10,925.09
ORD0002383,credit_card,2,272.55
ORD0002383,boleto,2,1306.65
ORD0002384,credit_card,1,1007.58
ORD0002385,credit_card,10,683.35
ORD0002386,boleto,5,471.78
ORD0002387,credit_card,10,646.7
ORD0002388,credit_card,8,1358.75
ORD0002388,debit_card,8,280.48
ORD0002389,credit_card,8,300.46
ORD0002390,boleto,6,1004.56
ORD0002391,debit_card,5,1011.91
ORD0002392,debit_card,4,449.96
ORD0002393,debit_card,8,898.4
ORD0002394,credit_card,4,477.79
ORD0002395,voucher,2,495.46
ORD0002396,boleto,4,269.44
ORD0002397,credit_card,1,1269.13
ORD0002398,boleto,7,222.19
ORD0002399,boleto,3,528.4
ORD0002400,voucher,10,304.18
ORD0002401,voucher,8,594.38
ORD0002401,debit_card,8,845.38
ORD0002402,voucher,6,1418.06
ORD0002403,voucher,2,452.93
ORD0002404,credit_card,7,462.39
ORD0002405,debit_card,6,314.98
ORD0002406,debit_card,2,838.69
ORD0002407,debit_card,2,697.35
ORD0002408,debit_card,9,1484.79
ORD0002408,debit_card,9,562.85
ORD0002409,credit_card,6,96.59
ORD0002409,boleto,6,567.43
ORD0002410,voucher,2,1148.92
ORD0002411,voucher,2,1287.24
ORD0002412,voucher,1,475.07
ORD0002412,voucher,1,1119.99
ORD0002413,debit_card,4,168.46
ORD0002414,debit_card,5,1056.34
ORD0002415,credit_card,3,106.75
ORD0002416,debit_card,1,680.18
ORD0002417,voucher,9,922.21
ORD0002418,credit_card,10,1024.11
ORD0002419,boleto,10,194.3
ORD0002420,debit_card,7,1200.9
ORD0002421,boleto,4,407.23
ORD0002422,debit_card,9,240.55
ORD0002423,debit_card,2,196.23
ORD0002424,credit_card,1,807.68
ORD0002425,boleto,1,503.97
ORD0002425,credit_card,1,1328.07
ORD0002426,credit_card,10,1435.41
ORD0002427,credit_card,7,1429.06
ORD0002428,credit_card,5,1034.09
ORD0002428,debit_card,5,688.81
ORD0002429,credit_card,8,70.48
ORD0002430,debit_card,4,1416.15
ORD0002431,debit_card,5,244.46
ORD0002432,credit_card,6,969.67
ORD0002433,boleto,7,158.59
ORD0002434,boleto,10,1414.76
ORD0002435,voucher,4,864.26
ORD0002436,voucher,7,856.61
ORD0002436,credit_card,7,673.36
ORD0002437,voucher,3,735.39
ORD0002438,credit_card,8,393.87
ORD0002439,boleto,1,442.46
ORD0002440,voucher,8,1273.76
ORD0002441,credit_card,4,1101.1
ORD0002442,debit_card,2,588.58
ORD0002443,debit_card,3,926.02
ORD0002443,boleto,3,1495.33
ORD0002444,credit_card,5,1421.86
ORD0002444,voucher,5,613.16
ORD0002445,boleto,1,893.01
ORD0002446,credit_card,9,105.58
ORD0002447,voucher,5,330.95
ORD0002448,debit_card,2,478.68
ORD0002449,debit_card,2,555.77
ORD0002450,credit_card,2,554.43
ORD0002451,credit_card,8,1409.01
ORD0002452,voucher,8,385.85
ORD0002453,boleto,8,1476.44
ORD0002454,debit_card,4,1011.05
ORD0002454,boleto,4,406.38
ORD0002455,debit_card,3,173.72
ORD0002455,credit_card,3,156.72
ORD0002456,boleto,9,505.06
ORD0002457,voucher,4,1004.64
ORD0002458,boleto,2,160.21
ORD0002458,boleto,2,816.0
ORD0002459,credit_card,3,403.84
ORD0002460,credit_card,8,974.74
ORD0002461,boleto,5,329.76
ORD0002462,voucher,6,988.12
ORD0002462,voucher,6,304.59
ORD0002463,voucher,5,1068.14
ORD0002464,boleto,3,108.21
ORD0002465,credit_card,2,508.88
ORD0002466,voucher,9,1101.85
ORD0002467,credit_card,9,619.89
ORD0002467,debit_card,9,257.77
ORD0002468,debit_card,4,885.58
ORD0002469,debit_card,1,341.16
ORD0002470,boleto,6,447.21
ORD0002471,debit_card,7,1335.72
ORD0002472,voucher,2,445.85
ORD0002473,voucher,10,639.98
ORD0002474,voucher,6,626.66
ORD0002475,credit_card,9,198.24
ORD0002476,voucher,2,152.62
ORD0002477,credit_card,1,606.14
ORD0002478,debit_card,10,1203.33
ORD0002479,boleto,10,577.9
ORD0002479,boleto,10,1031.95
ORD0002480,credit_card,7,824.0
ORD0002481,debit_card,8,675.4
ORD0002482,boleto,3,711.69
ORD0002483,credit_card,6,690.28
ORD0002484,voucher,1,702.0
ORD0002485,credit_card,4,1175.79
ORD0002486,credit_card,6,175.93
ORD0002487,credit_card,10,1241.63
ORD0002488,boleto,2,1214.01
ORD0002489,credit_card,5,952.34
ORD0002490,boleto,9,225.81
ORD0002491,voucher,2,132.53
ORD0002492,credit_card,9,1057.11
ORD0002492,voucher,9,1390.32
ORD0002493,boleto,6,526.09
ORD0002494,credit_card,5,56.09
ORD0002495,voucher,5,210.81
ORD0002496,debit_card,9,36.63
ORD0002497,credit_card,3,735.59
ORD0002498,credit_card,8,1390.9
ORD0002499,boleto,6,225.49
ORD0002500,voucher,10,997.86
ORD0002501,debit_card,10,610.53
ORD0002502,debit_card,2,64.08
ORD0002503,voucher,10,141.98
ORD0002504,debit_card,9,59.2
ORD0002505,boleto,6,1390.57
ORD0002506,boleto,7,1140.34
ORD0002507,debit_card,2,676.47
ORD0002508,boleto,6,58.75
ORD0002509,debit_card,7,1170.83
ORD0002510,credit_card,6,841.2
ORD0002511,boleto,7,1264.78
ORD0002512,boleto,4,491.61
ORD0002513,credit_card,6,1307.18
ORD0002514,voucher,8,1360.52
ORD0002515,debit_card,2,231.06
ORD0002516,voucher,10,276.81
ORD0002517,debit_card,6,1005.53
ORD0002518,boleto,10,236.5
ORD0002518,credit_card,10,872.89
ORD0002519,voucher,7,1465.98
ORD0002520,boleto,9,570.57
ORD0002521,debit_card,3,963.87
ORD0002522,debit_card,10,1468.69
ORD0002522,debit_card,10,1193.57
ORD0002523,credit_card,9,51.83
ORD0002523,credit_card,9,826.3
ORD0002524,boleto,1,1428.33
ORD0002525,debit_card,4,512.57
ORD0002526,boleto,1,115.2
ORD0002527,debit_card,6,843.5
ORD0002527,boleto,6,488.93
ORD0002528,boleto,3,47.88
ORD0002529,voucher,7,206.66
ORD0002530,voucher,8,1256.27
ORD0002530,debit_card,8,91.47
ORD0002531,boleto,7,723.11
ORD0002532,credit_card,2,1250.38
ORD0002533,credit_card,7,1033.07
ORD0002534,boleto,8,274.51
ORD0002535,debit_card,6,1137.18
ORD0002536,voucher,8,842.79
ORD0002537,voucher,1,264.01
ORD0002538,debit_card,9,147.67
ORD0002539,debit_card,3,237.99
ORD0002540,debit_card,1,521.55
ORD0002541,debit_card,3,716.52
ORD0002542,credit_card,5,1230.49
ORD0002543,debit_card,10,762.02
ORD0002544,credit_card,9,409.47
ORD0002545,boleto,8,504.2
ORD0002546,debit_card,7,1042.87
ORD0002547,voucher,2,447.21
ORD0002548,debit_card,6,122.66
ORD0002549,debit_card,7,704.9
ORD0002550,boleto,9,552.25
ORD0002551,voucher,6,1284.73
ORD0002552,debit_card,5,1370.02
ORD0002553,boleto,9,116.46
ORD0002554,voucher,1,358.65
ORD0002555,boleto,10,176.79
ORD0002556,boleto,6,89.15
ORD0002557,voucher,7,409.19
ORD0002558,credit_card,4,649.33
ORD0002559,debit_card,2,441.27
ORD0002560,debit_card,2,943.51
ORD0002561,debit_card,7,1008.9
ORD0002562,debit_card,2,990.72
ORD0002563,voucher,3,1286.25
ORD0002564,debit_card,10,1055.28
ORD0002565,boleto,2,988.87
ORD0002566,boleto,10,424.87
ORD0002567,voucher,10,1232.75
ORD0002568,voucher,1,472.62
ORD0002568,credit_card,1,818.52
ORD0002569,credit_card,1,1113.95
ORD0002570,credit_card,4,1448.23
ORD0002571,voucher,10,372.94
ORD0002572,debit_card,5,142.15
ORD0002573,debit_card,6,911.27
ORD0002574,credit_card,5,1352.1
ORD0002575,boleto,7,823.29
ORD0002576,debit_card,4,44.36
ORD0002577,boleto,1,1299.44
ORD0002578,credit_card,1,433.87
ORD0002579,debit_card,3,954.68
ORD0002580,debit_card,1,800.51
ORD0002581,debit_card,2,936.35
ORD0002582,debit_card,5,759.72
ORD0002583,debit_card,6,1200.16
ORD0002584,voucher,1,68.86
ORD0002585,credit_card,1,1436.57
ORD0002585,credit_card,1,801.97
ORD0002586,debit_card,1,293.92
ORD0002587,credit_card,2,1191.2
ORD0002588,debit_card,9,1326.71
ORD0002589,credit_card,10,882.03
ORD0002590,boleto,3,241.51
ORD0002591,boleto,7,1061.98
ORD0002592,voucher,5,72.91
ORD0002593,debit_card,1,895.94
ORD0002594,voucher,3,1274.12
ORD0002595,boleto,1,112.64
ORD0002596,boleto,6,58.43
ORD0002597,boleto,5,528.6
ORD0002598,debit_card,6,1394.42
ORD0002599,boleto,9,1039.16
ORD0002600,voucher,2,692.06
ORD0002601,voucher,5,146.18
ORD0002602,boleto,7,193.2
ORD0002603,voucher,10,1025.28
ORD0002604,debit_card,5,975.96
ORD0002605,boleto,10,643.47
ORD0002606,voucher,8,575.87
ORD0002607,credit_card,7,1320.64
ORD0002608,voucher,2,506.04
ORD0002609,voucher,2,516.24
ORD0002609,debit_card,2,40.53
ORD0002610,credit_card,1,738.02
ORD0002611,debit_card,4,514.47
ORD0002612,boleto,2,800.27
ORD0002613,boleto,2,197.11
ORD0002614,boleto,9,923.94
ORD0002615,credit_card,1,641.54
ORD0002616,voucher,2,1237.39
ORD0002616,voucher,2,1419.94
ORD0002617,voucher,4,1132.8
ORD0002618,debit_card,4,40.32
ORD0002619,debit_card,1,549.1
ORD0002620,voucher,10,984.03
ORD0002621,credit_card,5,832.87
ORD0002622,voucher,10,848.52
ORD0002622,boleto,10,988.77
ORD0002623,voucher,2,1199.72
ORD0002624,debit_card,10,299.82
ORD0002625,debit_card,4,1497.51
ORD0002625,boleto,4,992.55
ORD0002626,boleto,9,306.26
ORD0002627,voucher,10,380.91
ORD0002628,credit_card,2,283.97
ORD0002629,debit_card,10,445.96
ORD0002630,voucher,5,898.0
ORD0002631,debit_card,1,521.93
ORD0002632,boleto,6,809.37
ORD0002633,boleto,3,978.16
ORD0002634,credit_card,10,679.94
ORD0002635,voucher,10,1356.65
ORD0002636,boleto,5,1481.9
ORD0002637,boleto,8,848.07
ORD0002638,debit_card,10,577.03
ORD0002639,credit_card,8,87.16
ORD0002640,credit_card,4,474.06
ORD0002641,boleto,3,320.96
ORD0002642,boleto,7,412.22
ORD0002643,boleto,3,589.24
ORD0002644,boleto,7,797.18
ORD0002645,voucher,9,1343.18
ORD0002646,credit_card,9,176.54
ORD0002647,debit_card,6,554.35
ORD0002648,debit_card,4,1409.79
ORD0002649,credit_card,6,1045.15
ORD0002650,credit_card,2,513.34
ORD0002651,debit_card,2,1126.64
ORD0002652,credit_card,1,55.78
ORD0002653,boleto,1,524.61
ORD0002654,voucher,8,1457.26
ORD0002655,debit_card,3,348.35
ORD0002656,debit_card,5,1319.34
ORD0002657,debit_card,4,1371.92
ORD0002658,boleto,1,919.37
ORD0002659,voucher,6,1104.77
ORD0002660,credit_card,9,457.64
ORD0002661,debit_card,2,1313.47
ORD0002662,credit_card,8,143.55
ORD0002663,debit_card,4,1174.86
ORD0002664,boleto,8,1034.28
ORD0002665,debit_card,1,918.4
ORD0002666,voucher,9,1175.7
ORD0002667,voucher,10,922.5
ORD0002668,boleto,4,1395.16
ORD0002668,boleto,4,63.08
ORD0002669,credit_card,5,706.15
ORD0002670,voucher,8,341.0
ORD0002671,debit_card,6,864.6
ORD0002672,debit_card,3,1120.3
ORD0002673,voucher,4,222.54
ORD0002674,credit_card,6,261.01
ORD0002675,credit_card,10,542.45
ORD0002675,boleto,10,1071.94
ORD0002676,voucher,5,104.13
ORD0002677,boleto,8,572.1
ORD0002678,boleto,7,527.6
ORD0002679,debit_card,3,120.53
ORD0002680,voucher,6,148.56
ORD0002681,boleto,3,1400.82
ORD0002682,credit_card,1,231.33
ORD0002683,credit_card,7,339.78
ORD0002684,boleto,3,249.36
ORD0002685,debit_card,9,1249.91
ORD0002686,voucher,5,160.4
ORD0002687,boleto,3,711.35
ORD0002688,debit_card,1,1223.0
ORD0002689,debit_card,1,1394.68
ORD0002690,boleto,5,1147.55
ORD0002691,debit_card,1,743.97
ORD0002692,boleto,6,1085.75
ORD0002693,boleto,2,829.82
ORD0002694,credit_card,6,151.26
ORD0002695,voucher,1,417.93
ORD0002696,credit_card,2,989.09
ORD0002697,voucher,3,1171.49
ORD0002698,voucher,9,605.21
ORD0002699,debit_card,5,1079.58
ORD0002700,debit_card,6,483.74
ORD0002701,boleto,5,396.68
ORD0002701,voucher,5,429.69
ORD0002702,credit_card,6,1420.73
ORD0002703,credit_card,2,553.33
ORD0002704,debit_card,5,1042.9
ORD0002705,voucher,1,646.17
ORD0002706,boleto,6,398.71
ORD0002707,boleto,5,1474.7
ORD0002708,credit_card,9,988.25
ORD0002709,credit_card,7,271.61
ORD0002710,credit_card,5,1225.05
ORD0002711,debit_card,7,1010.54
ORD0002712,voucher,4,261.3
ORD0002713,debit_card,9,604.02
ORD0002713,credit_card,9,146.0
ORD0002714,debit_card,10,1257.61
ORD0002715,boleto,1,1238.54
ORD0002716,debit_card,7,1309.41
ORD0002717,boleto,6,559.76
ORD0002718,credit_card,9,834.14
ORD0002719,voucher,9,1232.61
ORD0002720,credit_card,10,993.57
ORD0002721,debit_card,5,844.23
ORD0002722,voucher,4,530.39
ORD0002723,credit_card,2,1169.94
ORD0002724,voucher,4,618.14
ORD0002725,credit_card,1,404.71
ORD0002726,credit_card,9,275.45
ORD0002727,debit_card,3,1050.3
ORD0002728,credit_card,1,1136.59
ORD0002729,debit_card,7,368.47
ORD0002729,credit_card,7,1462.12
ORD0002730,voucher,1,826.1
ORD0002731,boleto,10,1294.7
ORD0002732,credit_card,4,1323.61
ORD0002733,voucher,2,746.83
ORD0002734,voucher,7,831.31
ORD0002735,credit_card,6,60.34
ORD0002736,debit_card,3,991.11
ORD0002737,credit_card,4,424.92
ORD0002738,credit_card,2,301.07
ORD0002739,credit_card,6,1363.19
ORD0002740,debit_card,1,1077.5
ORD0002741,boleto,8,524.44
ORD0002742,debit_card,10,201.68
ORD0002743,boleto,8,1297.39
ORD0002744,credit_card,5,1341.29
ORD0002745,boleto,7,494.25
ORD0002745,voucher,7,309.9
ORD0002746,debit_card,5,925.69
ORD0002747,credit_card,9,762.78
ORD0002748,debit_card,4,249.17
ORD0002749,credit_card,7,599.76
ORD0002750,boleto,9,1278.99
ORD0002751,credit_card,1,472.68
ORD0002752,boleto,1,755.85
ORD0002753,debit_card,4,1313.03
ORD0002754,debit_card,6,609.01
ORD0002755,voucher,1,1466.3
ORD0002756,boleto,3,1031.16
ORD0002757,voucher,6,1373.17
ORD0002758,debit_card,5,733.63
ORD0002759,credit_card,1,492.42
ORD0002760,debit_card,1,459.22
ORD0002761,boleto,10,518.61
ORD0002762,debit_card,4,1084.25
ORD0002763,credit_card,8,1484.83
ORD0002764,debit_card,7,1436.69
ORD0002765,voucher,2,465.97
ORD0002766,boleto,4,1071.71
ORD0002767,credit_card,5,1148.89
ORD0002768,voucher,8,209.8
ORD0002769,credit_card,9,552.61
ORD0002770,voucher,6,509.5
ORD0002771,debit_card,3,1416.81
ORD0002772,credit_card,3,402.03
ORD0002773,boleto,10,921.64
ORD0002774,credit_card,5,795.27
ORD0002775,voucher,1,797.1
ORD0002776,debit_card,1,49.4
ORD0002777,debit_card,9,1481.02
ORD0002778,credit_card,5,772.3
ORD0002779,boleto,4,956.4
ORD0002780,boleto,10,713.79
ORD0002780,boleto,10,790.36
ORD0002781,boleto,10,1272.24
ORD0002782,debit_card,3,1022.9
ORD0002783,boleto,9,541.76
ORD0002784,voucher,2,689.69
ORD0002785,debit_card,2,506.6
ORD0002786,debit_card,4,817.75
ORD0002787,credit_card,10,346.5
ORD0002788,voucher,9,374.88
ORD0002789,boleto,9,256.58
ORD0002790,boleto,4,629.35
ORD0002791,debit_card,6,179.77
ORD0002791,boleto,6,35.18
ORD0002792,voucher,1,580.81
ORD0002793,debit_card,6,831.61
ORD0002794,voucher,8,791.25
ORD0002795,debit_card,9,489.62
ORD0002796,boleto,4,1495.26
ORD0002797,boleto,9,1013.1
ORD0002797,credit_card,9,1123.59
ORD0002798,voucher,2,1065.39
ORD0002799,credit_card,3,810.89
ORD0002800,credit_card,7,1284.59
ORD0002801,boleto,3,764.99
ORD0002802,boleto,8,1466.21
ORD0002803,boleto,1,106.74
ORD0002804,debit_card,2,161.15
ORD0002805,boleto,7,844.42
ORD0002806,debit_card,6,1183.65
ORD0002807,debit_card,6,719.19
ORD0002807,debit_card,6,535.57
ORD0002808,credit_card,4,265.08
ORD0002809,credit_card,7,1191.37
ORD0002810,boleto,8,853.22
ORD0002811,debit_card,10,663.09
ORD0002812,credit_card,1,320.96
ORD0002813,boleto,2,826.8
ORD0002814,credit_card,10,991.97
ORD0002815,debit_card,7,335.83
ORD0002816,boleto,1,212.9
ORD0002817,debit_card,5,993.87
ORD0002818,credit_card,4,160.8
ORD0002819,credit_card,10,1275.58
ORD0002820,boleto,9,431.91
ORD0002821,boleto,4,541.77
ORD0002822,debit_card,1,1025.38
ORD0002823,credit_card,10,181.87
ORD0002824,voucher,4,1117.62
ORD0002825,boleto,3,93.51
ORD0002826,credit_card,6,930.11
ORD0002827,credit_card,6,706.36
ORD0002828,debit_card,9,216.13
ORD0002829,debit_card,7,731.29
ORD0002829,debit_card,7,1494.57
ORD0002830,voucher,9,114.41
ORD0002831,voucher,4,891.11
ORD0002832,credit_card,3,1312.97
ORD0002833,credit_card,10,123.74
ORD0002834,voucher,7,1332.71
ORD0002835,voucher,8,748.19
ORD0002836,boleto,3,1012.82
